,Open,High,Low,Close,Volume,first_half_log_return_mean,first_half_log_return_std,second_half_log_return_mean,second_half_log_return_std,first_second_half_log_return_diff,log_return_mean,log_return_std,log_return_min,log_return_max,month_log_return,pct_bull,next_month_log_return
1999-11-30,11.1664,12.3892,10.1653,10.4173,5335100.0,-0.004986042126346568,0.01851023313688136,-0.0019716517354078696,0.01742372083145473,0.02318621004763255,-0.003328127411330284,0.01750468920942369,-0.0315727889159545,0.0315727889159545,-0.06944138361469449,0.23809523809523808,-0.026802585055625515
1999-12-31,10.6469,12.0996,9.5171,10.4695,6017000.0,-0.0077134250837672,0.009326140673662976,0.006475432085875451,0.020636359980818447,0.14836400378230197,-0.00028116656633533514,0.01745843374544352,-0.021600328743334174,0.06557380860192463,-0.016802501721042324,0.36363636363636365,-0.015277693420009402
2000-01-31,10.5249,12.036,10.1301,10.4695,3461000.0,0.006542883698659481,0.016896742020324956,-0.006152823997263424,0.009905586939463213,-0.12041419326056957,-0.00013906772024731065,0.014777185717675067,-0.021626516325067957,0.042914665017235176,-0.005277610085426071,0.4,-0.07050680611175876
2000-02-29,10.8137,11.0618,9.9341,10.1788,3961900.0,-0.0027316675134219834,0.004104909091313611,-0.0019747147126858433,0.009228310941322114,0.0048378604939394165,-0.0023332713025082255,0.007086653491677965,-0.01936473663754379,0.013602028360018004,-0.06050672277717549,0.2,-0.03794935132557798
2000-03-31,10.0681,10.3297,9.2886,9.7906,5101700.0,-0.002167805379737997,0.009414237357503751,-0.0007507329274542007,0.013583980653427601,0.012669258667929562,-0.0013948567694013808,0.01162586169127509,-0.03784246155321913,0.016529809503718518,-0.027949267990994727,0.4782608695652174,0.0008308344697774032
2000-04-30,10.3216,11.535,10.0824,10.434,4438900.0,0.005302593434753977,0.004421134403746701,-0.0011103547563773297,0.0152502765560497,-0.053524295041805114,0.001739844439681029,0.011913277859359535,-0.016751348832141577,0.036497161185442106,0.010830917804360659,0.47368421052631576,-0.05721732111800959
2000-05-31,10.9042,11.1174,10.143,10.4013,5260300.0,-0.0024706637934168276,0.006938723577903249,-0.00028535511497478956,0.005356214723311617,0.02156773166944559,-0.0013259782951852838,0.006104171676693231,-0.016353943070349874,0.008527728127972978,-0.04721723778342631,0.3181818181818182,0.040399997651433435
2000-06-30,10.4949,12.3317,9.8177,11.0374,4135200.0,0.006893153167202515,0.017028966676002868,-0.0011556118550763792,0.015473989949664558,-0.08164326207786532,0.002677133393627856,0.016345721961667496,-0.025679014417691715,0.027321262637807653,0.050400080986016595,0.45454545454545453,0.02966205852261167
2000-07-31,11.5944,13.2901,11.3615,12.0635,2589000.0,0.004257998313197792,0.006722928114724853,0.0024893859680506837,0.014897084820943375,-0.013428125138273295,0.0033271497104887878,0.01148358035031715,-0.01663868977020444,0.03884167643607572,0.039662141857194834,0.6,-0.1552360275437988
2000-08-31,13.2688,13.947,10.9193,11.4751,3176900.0,-0.007490842181071189,0.009829245810959142,-0.001892633768727725,0.01095269288467571,0.05219681658597919,-0.004437273956156573,0.010601096232264587,-0.022706413963931027,0.015704232033705523,-0.14523594420921554,0.2608695652173913,0.030613656796816806
