,Open,High,Low,Close,Volume,first_half_log_return_mean,first_half_log_return_std,second_half_log_return_mean,second_half_log_return_std,first_second_half_log_return_diff,log_return_mean,log_return_std,log_return_min,log_return_max,month_log_return,pct_bull,next_month_log_return
1999-11-30,13.584,16.3495,11.5646,13.456,23894050.0,-0.007363425697080138,0.016178787321145277,0.0016670400729144658,0.03255653419906716,0.08460827207578037,-0.002396669523583106,0.026254797615240147,-0.04975665931533202,0.0648820114305142,-0.009467526338399217,0.3333333333333333,0.15841783323494182
1999-12-31,12.9242,16.5238,11.8712,15.2949,22880400.0,0.0037490691144046904,0.02946382644158273,0.010248440653494879,0.019132855493211844,0.07524215604439677,0.007153501825356694,0.024181585908643114,-0.037632793999959446,0.05583037725270579,0.16841791656952515,0.5454545454545454,-0.09985240839800248
2000-01-31,14.3017,16.7393,11.9369,13.0727,21291900.0,0.0006478975855192834,0.025978016633997097,-0.012469551240781484,0.03183203010648839,-0.1305265906774884,-0.006256022849375858,0.029186582209451802,-0.04899432761044453,0.06957518307142996,-0.08985232506341914,0.25,-0.1750045772883033
2000-02-29,12.606,13.2605,8.6566,10.6885,27148050.0,-0.01209441718139385,0.034154153684385284,-0.007102850225851709,0.04227265960499791,0.03782125237402756,-0.009467276678476933,0.03766288431702018,-0.0881890939552652,0.054723919323200754,-0.16500449395372005,0.35,0.15571104215027667
2000-03-31,10.4604,14.7768,8.2346,12.3457,27738950.0,0.0011564309133948569,0.04058898685938555,0.01214270387288611,0.04686913388808634,0.13414813734068476,0.007148943436753722,0.04345189967736259,-0.06735080403319849,0.11565990920514979,0.16571112548485983,0.5652173913043478,0.054643308326168975
2000-04-30,12.2764,14.9823,9.2196,13.0962,20330000.0,0.010817599010215562,0.03325497430023499,-0.0027526504599028278,0.05864928716246737,-0.11406729668075277,0.0032785715268164564,0.048213590372089256,-0.14015721574304152,0.06590231916497746,0.06464339166075221,0.47368421052631576,-0.02526173611890693
2000-05-31,12.9541,14.9292,11.2169,12.7579,14687500.0,0.004056638457348072,0.021202908466735667,-0.005328265820581021,0.027798462983476362,-0.09917730859987195,-0.0008592637834719292,0.0247335481777014,-0.03469723325209184,0.05045727085994489,-0.015261652784323676,0.45454545454545453,-0.2662579602685318
2000-06-30,14.5631,15.698,10.6308,11.271,16473250.0,-0.010238150853978034,0.02467664679682466,-0.008222070041211206,0.0273065603139017,0.011938738086457068,-0.009182108523481124,0.0254540813061329,-0.0653277277247315,0.05850512440603195,-0.2562578769339486,0.3181818181818182,-0.12370887757823579
2000-07-31,12.3146,13.5529,9.2528,10.991,21338850.0,0.005596380266263474,0.021935648792826678,-0.01135544939343398,0.03164055791028928,-0.16392191633071107,-0.0033256353441036075,0.028107636415117765,-0.07882435383389952,0.033799234184417326,-0.11370879424365248,0.4,0.17410830945532693
2000-08-31,10.6611,13.6023,10.1868,12.8162,25873450.0,0.009649077300107046,0.022319306903538394,0.005830165088185939,0.03914142908176818,-0.02652879194283919,0.007566034275422805,0.031934068169196174,-0.03044712322519505,0.10631069353165934,0.18410839278991023,0.5652173913043478,-0.3625821217643166
2000-09-30,13.5776,14.0427,8.2866,9.5433,36421400.0,-0.01119755021365407,0.027538190841836247,-0.02234934738424186,0.04349766475569791,-0.12271552191953194,-0.01706691714554238,0.03627389871015343,-0.1077402712511697,0.04310750711894995,-0.3525820384297333,0.35,0.10197064137054185
2000-10-31,9.4902,12.1223,8.3944,10.6146,25223750.0,-0.001864374668611868,0.029433695334340666,0.0123908733741877,0.03928895115079637,0.15494335380218338,0.00560266002047362,0.034855231265177936,-0.04988897390289759,0.08669017607122198,0.11197072470512505,0.5,0.04537704183113442
2000-11-30,10.7571,12.3359,9.8177,11.3696,17784600.0,-0.00040584269183425233,0.01883319322744343,0.0065786635591448366,0.01973484376734237,0.07601788337710147,0.003435635746204246,0.019158111369700657,-0.031495228359283534,0.045837309354148204,0.05537712516571772,0.42857142857142855,-0.03735701967400577
2000-12-31,12.1581,13.9298,10.1152,11.83,23144600.0,-0.008630413451961645,0.032741300706902336,0.00776737210676548,0.017740954662351233,0.1553474421353096,0.0,0.026543771448138926,-0.05664695833765743,0.04505579195002252,-0.027356936339422495,0.6,0.0918468140053361
2001-01-31,11.3045,13.7744,9.4873,12.5165,26714900.0,-0.0017367562746024331,0.036396991402532615,0.009303049786094903,0.02276542390842399,0.11796435411846584,0.004335137058781103,0.02936509371233207,-0.05644404051220242,0.06444746377404753,0.1018468973399194,0.47619047619047616,-0.023881003316615024
2001-02-28,12.4628,14.1328,11.4662,12.291,16871100.0,0.001181782778797047,0.013353052961187287,-0.0025146936662184594,0.020020905098217304,-0.03460119889256097,-0.0008718152462115677,0.017005858066927334,-0.01919463286908396,0.038149871972969596,-0.013880919982031717,0.42105263157894735,-0.10117573561170934
2001-03-31,12.3338,14.6734,10.5003,11.259,31687450.0,0.0049120581918197905,0.026479606635988102,-0.012333097776224378,0.023290426687076617,-0.18478465745666606,-0.004121118743822393,0.025780565657537256,-0.04111912405029594,0.05083812551324263,-0.09117565227712618,0.4090909090909091,0.16736450916384016
