,Open,High,Low,Close,Volume,first_half_log_return_mean,first_half_log_return_std,second_half_log_return_mean,second_half_log_return_std,first_second_half_log_return_diff,log_return_mean,log_return_std,log_return_min,log_return_max,month_log_return,pct_bull,next_month_log_return
2012-04-30,26.4486,33.7392,24.1979,25.9032,9336400.0,0.011431811641234812,0.04146074122902719,-0.00795585441309088,0.014585939381712666,-0.11285003909781022,0.0001223397762114923,0.028996537940326476,-0.026407402465819185,0.08455655209288127,-0.020836713649643616,0.23076923076923078,-0.06753341612276094
2012-05-31,24.198,29.7219,21.1566,22.8451,169359200.0,-0.0033838044946125747,0.03401606406611307,-0.004833839792393813,0.015405756654681323,-0.019334192770206204,-0.004143346793450366,0.025296462740288895,-0.03997226121420816,0.0764083648080427,-0.057533332788177675,0.3181818181818182,0.08108996327124554
2012-06-30,23.0854,28.6523,22.6024,25.287,104966400.0,0.01265713873086464,0.02184687136226451,-0.0007899943349324816,0.027670395028322806,-0.12260418626203906,0.005261215544676223,0.02551560883052072,-0.03849276511056399,0.053080566493681314,0.09109004660582876,0.5714285714285714,0.08411524381751928
2012-07-31,26.1809,30.0507,23.5707,28.7646,74697400.0,0.006659325083971811,0.025917447325212582,0.00421028207199712,0.017530597312849443,-0.013620822963777979,0.005312351427385731,0.02112197682644782,-0.03567041231042145,0.0568205382114737,0.09411532715210248,0.5238095238095238,0.1039470200150666
2012-08-31,28.6703,34.6821,27.7166,32.1306,86546900.0,0.005317354261549667,0.012653366403442529,0.00331913866684345,0.018689741740323288,-0.01334387861337527,0.004227418482619003,0.015894172799045984,-0.035928456090851046,0.03788504073915311,0.11394710334964987,0.6086956521739131,0.07121765860690683
2012-09-30,32.7065,37.2555,30.5856,35.4737,80252000.0,0.012125389799987396,0.01636151141862048,-0.0007736314417631452,0.01381508684258371,-0.10473943281753062,0.004959266887903762,0.015961517664897885,-0.01639348619397829,0.03946254628815238,0.08121774194148994,0.5789473684210527,0.009252258933415169
2012-10-31,35.5885,39.803,32.0556,36.2803,91334600.0,-0.00586469113908371,0.013198376950855973,0.006470463967730534,0.025265202521095174,0.12395732389678926,0.0009196441696641244,0.02118844555087438,-0.027518111594322825,0.0534013887061322,0.019252342267998233,0.42857142857142855,0.08208039140429624
2012-11-30,36.7443,42.6403,32.834,40.2884,87560000.0,-0.003865628471973162,0.026784595679410123,0.012265796192504442,0.01535237563430024,0.16971441436530732,0.00500665509348952,0.022224185577743492,-0.03298729969184411,0.0500700592495078,0.09208047473887959,0.5238095238095238,0.04035053884247014
2012-12-31,38.8441,45.4465,37.5388,40.85,92107200.0,0.004041429602889026,0.017141987807287637,-0.0006942795188351614,0.018719715708031083,-0.04331566161435285,0.001548951117771033,0.0176554440006258,-0.019387388285937224,0.04881745952358685,0.05035062217705344,0.4,0.06330310455877965
2013-01-31,43.3032,49.568,37.4082,46.5967,110036100.0,-0.006244548376793791,0.019953431391158218,0.01345012058209294,0.0176095666628406,0.20415226179416646,0.004587519550593911,0.020782190886118428,-0.03817994161136129,0.04771456717861966,0.07330318789336278,0.5714285714285714,-0.01382048620090204
2013-02-28,48.8577,51.8689,42.9454,48.6714,75687100.0,0.00328789466681384,0.014342407589591573,-0.0018100539168665719,0.023585106035623905,-0.04440369650317644,0.0004557010092136111,0.019646515406989373,-0.04416702662985594,0.028798302639069462,-0.0038204028663187868,0.47368421052631576,0.06194789278090321
2013-03-31,50.3355,57.0804,47.6464,54.0905,81113100.0,0.0018109183169627346,0.01387617263746836,0.007444834292503311,0.015100595338981502,0.058150078072368494,0.0047761372514577745,0.014420258322886277,-0.02554242935245732,0.032044805593592685,0.07194797611548652,0.65,-0.13007075095266005
2013-04-30,53.1287,53.2729,41.4958,47.1176,120457300.0,-0.01871786306790746,0.028862718840690436,0.0052656138238915485,0.018082273495443977,0.24510038274188162,-0.006155089457917502,0.02624898560254476,-0.06777587799829643,0.030139856358132988,-0.12007066761807683,0.4090909090909091,0.12815498200065412
2013-05-31,45.0411,53.3125,43.8913,51.7141,90887800.0,0.00847879179940394,0.019382724224544397,0.0026836586213975122,0.01062684508375472,-0.055267673158666764,0.0054432458490196204,0.015307550882045488,-0.020392446508310513,0.033481057528321756,0.13815506533523741,0.5454545454545454,-0.11043123206504957
2013-06-30,50.5983,52.7309,42.2578,45.7635,69119400.0,-0.003883977823721333,0.01702601754018603,-0.00798989818718603,0.02467247288993364,-0.044943181458368286,-0.006044988541334331,0.020919842911523007,-0.052262487690483805,0.03808398484781206,-0.1004311487304664,0.35,0.03895220635625701
2013-07-31,45.4931,55.4177,40.0727,47.7755,96658500.0,-0.002162399268409976,0.025188838065856374,0.0058927794868788705,0.01944159117150054,0.08644456703976733,0.0020569800795984675,0.02216972179529427,-0.04223912233302496,0.050522991373718185,0.04895228969084036,0.5,-0.04080571861156991
