,Open,High,Low,Close,Volume,first_half_log_return_mean,first_half_log_return_std,second_half_log_return_mean,second_half_log_return_std,first_second_half_log_return_diff,log_return_mean,log_return_std,log_return_min,log_return_max,month_log_return,pct_bull,next_month_log_return
1999-11-30,10.3738,13.3262,8.7195,9.8475,7633200.0,0.003579291109294965,0.031769839813220166,-0.005954508874283776,0.04299529349755905,-0.09771321760077623,-0.0016642988816733429,0.03770415057914493,-0.08855522048870235,0.07020377049223292,-0.05206578091379538,0.38095238095238093,-0.26605144147428716
1999-12-31,10.0302,11.0903,4.848,7.7644,14082000.0,-0.007352454743416637,0.033657868414893787,-0.01575748278803315,0.07305932308324621,-0.09980776323419827,-0.011755088481072904,0.056543062549831005,-0.22314883182832057,0.054529374251135465,-0.25605135813970387,0.36363636363636365,0.051523884158473886
2000-01-31,7.4792,10.9232,6.8948,7.9538,7934400.0,0.013698833663056971,0.04994333579067021,-0.008048168542325396,0.03515258752860153,-0.2037711883907667,0.0022530430286451988,0.043022112348264925,-0.046000057717161535,0.12679744098814916,0.06152396749305717,0.3,-0.19932006333807117
2000-02-29,8.8701,10.0151,6.8922,7.3402,8317000.0,-0.0024243385994043975,0.030269590081605315,-0.011582840961757523,0.007204438313071331,-0.09400936222293566,-0.007244603000642885,0.02133650715776729,-0.043479369521883804,0.05510514297226976,-0.1893199800034879,0.2,0.03383483419753955
2000-03-31,7.4314,9.6726,6.4126,7.7644,12538500.0,0.0025321192943899007,0.038566973176875574,0.0020579860349471866,0.036286010009573655,-0.0006253605245327698,0.002273501152875693,0.036430853434587365,-0.04527491450393417,0.09434583580890776,0.043834917532122895,0.2608695652173913,-0.17802855984123284
2000-04-30,8.0649,10.5025,5.4459,6.8175,7294900.0,0.0036780719503979875,0.04825405438781944,-0.017208723500189316,0.04111955841655827,-0.20151181060507706,-0.007925703299928291,0.04436179102777153,-0.1082139714934891,0.0919759921749641,-0.1680284765066496,0.3157894736842105,-0.0033482551456921633
2000-05-31,6.8175,7.9734,5.564,6.863,5364600.0,-0.003504784021799123,0.02192276079986376,0.0037908789460802217,0.03244757556023597,0.07674750862487367,0.00031675372328053363,0.027507021904630023,-0.030533891453632833,0.0889694401696044,0.006651828188891136,0.3181818181818182,0.019249397976897738
2000-06-30,6.5327,7.9923,5.1622,6.7266,5127400.0,0.0021333391277062576,0.04865635682442554,-0.0012202745756491455,0.03131807760455333,-0.034756411609203175,0.00037668433071057016,0.03948043870024328,-0.07378617005923127,0.07308733510364585,0.02924948131148089,0.45454545454545453,-0.02998245101423767
2000-07-31,6.9551,8.1744,5.4852,6.8175,3979900.0,-0.0038696085520503066,0.03178962450597961,0.0028174648779561553,0.04046668077146996,0.06300112574801431,-0.0003500962204679582,0.03577276215563229,-0.055577190885671035,0.09687981111452637,-0.01998236767965446,0.25,0.14020658724123755
2000-08-31,6.6815,8.6948,6.2057,7.7644,6001200.0,-0.001475162844742095,0.028864457331850536,0.013185916404729528,0.022239303029825182,0.1729826253041753,0.006521789473151518,0.02592232369636819,-0.03482647696845276,0.07194654170719028,0.15020667057582077,0.4782608695652174,0.14078443120572118
