,Open,High,Low,Close,Volume,first_half_log_return_mean,first_half_log_return_std,second_half_log_return_mean,second_half_log_return_std,first_second_half_log_return_diff,log_return_mean,log_return_std,log_return_min,log_return_max,month_log_return,pct_bull,next_month_log_return
2017-12-31,47.1078,47.8243,47.0122,47.0124,406041.0,,,,,0.0,,,,,-0.0020271957065688406,0.0,0.019532821613401637
2018-01-31,48.8868,52.3832,43.5205,50.3521,12153718.0,-0.00015147330582375595,0.022202964874967115,0.0028087422454907696,0.009502566569976336,0.03225942445281227,0.001476645247399233,0.01604293112873641,-0.047018135721325294,0.030586323301881713,0.02953290494798494,0.47619047619047616,-0.007376052996227457
2018-02-28,50.5428,54.9731,46.0669,50.6756,11043261.0,-0.004126417923035308,0.020996965933880975,0.0038470653131465584,0.014407235970207885,0.07148199651574805,0.0003032949859546176,0.017551246003495377,-0.027435206875793483,0.03052471262915679,0.002624030338355848,0.47368421052631576,0.0495254322852866
2018-03-31,51.4765,58.8808,50.5718,54.6337,13590777.0,0.008583401047733178,0.014979760596324545,-0.001086052527504206,0.008269869410218494,-0.08919718723214487,0.0032652015813526168,0.012443281777312666,-0.01785569768034012,0.023699017759447827,0.05952551561986985,0.47619047619047616,0.10085095236343529
2018-04-30,52.0232,62.6718,50.6073,58.1218,13575784.0,0.0023105908032311127,0.016373112126367974,0.006136627408204198,0.022474516872830856,0.04670758426116617,0.00441491093596631,0.01955845535957917,-0.02436388611654028,0.06825056072479985,0.11085103569801862,0.47619047619047616,0.026302021299991818
2018-05-31,59.6715,65.0513,58.4879,61.8775,11726057.0,0.0016905911212529822,0.006084761058286051,0.0030117950587423533,0.0095997812136415,0.016223834433636064,0.0023826503266045577,0.007949592320353966,-0.010905531460931428,0.02177608681096821,0.036302104634575,0.5909090909090909,0.03883087939351051
2018-06-30,61.859,68.9832,59.6999,64.9546,22816753.0,0.004230113541596303,0.008774189912442094,0.0006847269993731138,0.014873175962302218,-0.030539024881262478,0.002280150943373549,0.012333576852160948,-0.03220089406089777,0.01998581335568872,0.04883096272809381,0.5238095238095238,0.08617493982958259
2018-07-31,65.8899,77.3138,64.4318,72.5416,16971559.0,0.0016197837534851366,0.006769116368392123,0.00820887699465057,0.023929003300199595,0.07571959315979004,0.0052437850361261255,0.018220071959383473,-0.01767801142603531,0.06859483182699488,0.09617502316416573,0.38095238095238093,0.06677875707435894
2018-08-31,72.4745,80.6125,72.0336,78.2582,15112785.0,0.005131350018811176,0.009167410646875877,0.0020891181047060225,0.008435847262991354,-0.02624408293163949,0.003471950792935638,0.008700449479461185,-0.008904252907541377,0.027274461214484624,0.07677884040894235,0.5652173913043478,-0.041522958827389315
2018-09-30,77.4285,78.2592,69.5316,75.0258,11241758.0,-0.001779381440068506,0.0077488124209925315,-0.0025123655919824907,0.011697365267678287,-0.010888604399276858,-0.002186594857798497,0.009864230369347913,-0.030638808540039975,0.01649906836431647,-0.03152287549280607,0.42105263157894735,-0.16585102112212172
