date,Open,High,Low,Close,Volume
2021-03-12,55.7462,56.3896,55.7462,55.16,1104613.0
2021-03-11,54.3808,54.7877,54.093,54.59,3544835.0
2021-03-10,54.8412,55.4063,54.7301,54.59,1983372.0
2021-03-09,53.7935,54.0838,53.3212,54.23,2019669.0
2021-03-08,54.9264,55.5476,54.79,54.65,5243237.0
2021-03-05,55.5058,56.6231,54.7816,54.57,1328660.0
2021-03-04,53.0705,53.2494,52.057,53.24,1615936.0
2021-03-03,53.1017,53.4571,52.8055,53.3596,1355552.0
2021-03-02,53.4802,53.5889,53.1541,53.7085,1694109.0
2021-03-01,53.8481,54.3867,53.479,53.8281,1514083.0
2021-02-26,52.795,53.0206,52.0694,53.23,1260348.0
2021-02-25,52.3366,52.566,50.9699,53.4493,1503538.0
2021-02-24,55.2939,56.4313,55.2939,54.5359,646440.0
2021-02-23,53.7484,54.2811,53.3859,53.7783,1289176.0
2021-02-22,54.1855,54.1855,53.5049,54.8648,1096305.0
2021-02-19,55.088,55.2057,54.5783,55.5526,875341.0
2021-02-18,56.3563,57.2014,56.1222,55.7619,1175396.0
2021-02-17,55.7862,56.806,55.6746,55.2934,1714211.0
2021-02-16,54.6854,55.2538,54.6654,54.6754,963160.0
2021-02-12,54.8065,55.1506,54.5446,54.5159,969940.0
2021-02-11,54.2773,54.505,53.8911,54.4561,1719342.0
2021-02-10,54.3268,54.436,54.0193,54.4561,1277974.0
2021-02-09,54.4961,54.4961,53.9795,54.5857,993177.0
2021-02-08,54.7877,55.2527,54.6967,54.4063,1086833.0
2021-02-05,53.8987,54.1559,53.503,54.1072,1844626.0
2021-02-04,54.7281,55.1427,54.546,54.3365,1931533.0
2021-02-03,53.8085,54.0565,53.392,53.9477,1599622.0
2021-02-02,54.7748,55.7679,54.6929,54.0474,1121489.0
2021-02-01,54.0608,55.1206,53.9991,53.2101,1416913.0
2021-01-29,51.0506,51.234,50.0084,51.8843,2640674.0
2021-01-28,51.1448,51.3748,49.6058,52.7117,1700440.0
2021-01-27,55.0179,56.2518,55.0179,54.2069,1104557.0
2021-01-26,53.7399,53.9964,53.4342,54.0275,1395905.0
2021-01-25,54.5867,54.9184,54.265,54.3564,1949478.0
2021-01-22,54.8734,55.6912,54.7712,54.187,1308175.0
2021-01-21,54.1675,54.4984,53.967,54.0075,2181816.0
2021-01-20,53.6306,53.6306,53.2267,53.9477,2422533.0
2021-01-19,54.0476,54.4076,53.8275,53.9577,4589685.0
2021-01-15,53.1725,53.202,52.4837,53.5191,3050673.0
2021-01-14,54.0327,54.5783,54.0327,53.9178,3076320.0
2021-01-13,54.2698,55.0694,54.1585,53.858,3414493.0
2021-01-12,54.2563,55.2646,54.2563,53.539,3564237.0
2021-01-11,53.8216,54.7941,53.5849,52.9709,3518891.0
2021-01-08,53.3031,54.2601,53.2105,52.4625,4057946.0
2021-01-07,51.0553,51.5801,50.1708,51.7049,7717097.0
2021-01-06,51.7405,52.1456,51.0474,52.2831,7532303.0
2021-01-05,54.6259,56.5446,54.5941,52.9709,9416082.0
2021-01-04,51.2883,52.6711,49.9345,52.0737,18428952.0
2020-12-31,43.9613,44.3953,43.7897,43.6905,737360.0
2020-12-30,44.4622,45.7848,44.4002,43.6706,801741.0
2020-12-29,41.4581,41.6815,39.8851,42.903,1063648.0
2020-12-28,43.8493,44.1689,43.1521,44.4879,1210081.0
2020-12-24,43.7887,43.9632,42.916,44.3982,1208623.0
2020-12-23,45.4979,47.7048,44.8649,44.0992,2682074.0
2020-12-22,40.8949,41.0021,40.3494,41.3679,983021.0
2020-12-21,41.2099,41.4955,40.3619,41.4576,1525798.0
2020-12-18,42.2279,42.7244,42.1773,41.8863,2716253.0
2020-12-17,41.3792,41.4285,40.9062,41.6171,1010302.0
2020-12-16,40.7975,41.2279,39.7931,41.647,1238329.0
2020-12-15,43.025,43.4601,42.3977,42.7036,1136155.0
2020-12-14,42.0059,42.9937,41.8762,41.9859,1126161.0
2020-12-11,41.9877,42.8006,41.7453,41.7168,945481.0
2020-12-10,43.0784,44.7271,43.0678,41.8364,1356556.0
2020-12-09,41.9601,42.499,41.6856,41.5473,1612204.0
2020-12-08,41.796,42.4844,41.7138,41.1685,1186970.0
2020-12-07,40.473,40.7083,39.7951,40.7698,1413884.0
2020-12-04,41.5834,42.2677,41.2667,41.0788,1199534.0
2020-12-03,40.743,41.4124,40.6212,40.391,1295763.0
2020-12-02,39.9425,40.1024,39.6028,39.8926,1547989.0
2020-12-01,41.6658,43.1939,41.2918,40.2415,2223077.0
2020-11-30,36.9398,37.3423,35.6292,38.1183,12380492.0
2020-11-27,38.3681,38.5417,37.4615,39.0055,1464999.0
2020-11-25,38.4852,38.4852,37.1273,39.8428,1759392.0
2020-11-24,41.6093,42.4037,40.8871,40.8994,2272541.0
2020-11-23,39.6506,40.6902,39.1413,38.826,1879390.0
2020-11-20,38.3833,39.068,38.1554,37.909,1124657.0
2020-11-19,37.1835,37.1835,35.6325,37.4704,2047731.0
2020-11-18,39.0665,40.7327,39.0455,38.0161,1684704.0
2020-11-17,36.1958,36.1958,35.3004,36.9444,1595296.0
2020-11-16,38.3075,38.7426,38.0849,37.9367,1238867.0
2020-11-13,38.6061,40.3423,38.536,37.0337,1218790.0
2020-11-12,34.6134,34.7763,33.7464,35.2277,1035178.0
2020-11-11,36.2703,36.4906,35.5395,36.1109,1199884.0
2020-11-10,34.8178,35.1655,33.8126,35.7834,1305485.0
2020-11-09,37.0194,38.7483,37.0194,36.5673,1797847.0
2020-11-06,33.7264,33.8213,32.7487,34.4834,1246363.0
2020-11-05,35.3567,35.7581,34.7025,35.3765,1526226.0
2020-11-04,34.4181,34.6036,33.4762,35.3269,1420198.0
2020-11-03,36.5541,37.4514,36.5337,36.0612,1264615.0
2020-11-02,35.6706,36.1903,35.1202,35.1979,1758078.0
2020-10-30,33.9966,34.9296,32.5487,34.4239,2119376.0
2020-10-29,34.7017,35.5436,34.3475,34.1163,1377597.0
2020-10-28,33.425,33.7168,33.0651,33.759,1200212.0
2020-10-27,34.7414,34.8653,34.4636,34.7414,1019547.0
2020-10-26,34.352,34.6026,33.6293,34.8605,953859.0
2020-10-23,34.8888,35.0202,33.8194,35.8826,970856.0
2020-10-22,37.5565,38.6195,37.1794,36.5574,852240.0
2020-10-21,34.9651,35.1004,34.4277,35.3964,793723.0
2020-10-20,34.9687,35.0904,33.9747,35.9719,970493.0
2020-10-19,36.5582,36.8335,35.9977,36.7261,1222956.0
2020-10-16,36.717,36.776,35.8227,36.8948,1217894.0
2020-10-15,38.201,39.3938,37.9813,37.2024,886642.0
2020-10-14,37.2916,38.1016,37.2916,36.6864,948835.0
2020-10-13,34.6793,34.8586,33.3135,36.0216,1025487.0
2020-10-12,37.9584,38.4413,37.898,37.6986,989858.0
2020-10-09,37.1728,37.6177,36.7477,37.2421,890895.0
2020-10-08,37.2524,37.4821,36.7131,37.133,811532.0
2020-10-07,36.3,36.5953,35.9752,36.4483,648552.0
2020-10-06,36.4783,37.4561,36.3785,36.3788,1153989.0
2020-10-05,36.6936,37.2958,36.6936,36.1803,1107713.0
2020-10-02,35.7415,36.7175,35.6173,35.2178,914686.0
2020-10-01,34.4774,34.5585,33.6477,35.1681,982654.0
2020-09-30,35.6945,36.2539,35.5147,35.575,1317926.0
2020-09-29,34.8952,35.1181,34.0325,35.3071,769209.0
2020-09-28,36.2276,36.953,36.2276,35.704,1041992.0
2020-09-25,35.8549,36.8146,35.7453,34.9697,941866.0
2020-09-24,34.4539,34.752,34.0836,34.3743,859510.0
2020-09-23,33.718,34.2372,32.8286,34.2552,1178233.0
2020-09-22,33.9826,34.1539,32.9359,34.7018,1381679.0
2020-09-21,35.7079,36.2652,35.0087,35.3368,1328115.0
2020-09-18,35.3896,35.4773,34.6884,35.7239,2866599.0
2020-09-17,36.4498,37.144,36.3367,35.8032,1072528.0
2020-09-16,36.2673,37.2072,36.0629,35.7437,1238786.0
2020-09-15,35.0689,35.3666,34.8109,35.0689,1138706.0
2020-09-14,35.5197,36.3979,35.468,34.8109,885546.0
2020-09-11,34.4304,34.9405,34.3488,33.9575,1020417.0
2020-09-10,32.7173,32.7173,31.9985,33.2926,1720751.0
2020-09-09,32.3064,32.3064,31.0165,33.6003,2214332.0
2020-09-08,34.434,34.9479,33.752,34.5033,1322075.0
2020-09-04,33.9348,33.9761,33.0055,34.8903,1310064.0
2020-09-03,34.7484,34.9175,33.6305,35.7139,1828597.0
2020-09-02,37.6147,38.5191,37.532,36.8551,1312814.0
2020-09-01,36.0019,36.1402,35.3893,36.0811,1198355.0
2020-08-31,36.8165,37.1375,36.2848,36.617,1591510.0
2020-08-28,36.2501,36.3997,35.7712,36.1506,1443393.0
2020-08-27,35.8132,36.0516,35.2469,35.7933,1277236.0
2020-08-26,36.3998,37.2016,36.1428,35.7635,1934779.0
2020-08-25,34.6545,35.146,34.0616,35.1681,1501216.0
2020-08-24,35.8256,36.5017,35.7,35.5254,1947483.0
2020-08-21,34.3882,34.5312,33.5919,35.0788,1851278.0
2020-08-20,35.0297,35.0297,34.1402,35.8727,1329026.0
2020-08-19,36.536,36.7505,36.2142,36.7715,1059877.0
2020-08-18,36.7461,37.0265,36.0694,37.1419,1068335.0
2020-08-17,37.7594,37.9876,37.2235,37.6703,1150887.0
2020-08-14,37.3444,37.9622,37.0874,37.3345,1110261.0
2020-08-13,37.6293,38.8812,37.5485,37.0678,2638455.0
2020-08-12,34.2536,34.2536,32.4485,36.0999,2811422.0
2020-08-11,38.1765,39.1898,37.7448,37.8678,2012093.0
2020-08-10,38.225,39.3297,38.0921,37.5616,2289201.0
2020-08-07,36.5021,36.6078,34.091,37.0135,3724910.0
2020-08-06,33.0229,33.0229,29.2461,36.9987,4690765.0
2020-08-05,42.3223,43.044,42.0751,42.3025,1357995.0
2020-08-04,42.7713,43.6988,42.7713,41.9865,750671.0
2020-08-03,41.8207,42.2215,41.1995,41.5223,850663.0
2020-07-31,41.4454,41.756,40.9995,41.1469,861411.0
2020-07-30,40.5153,40.7017,39.7305,40.6531,818995.0
2020-07-29,41.9756,42.6571,41.9349,41.3642,635468.0
2020-07-28,40.5364,40.7313,40.0297,40.8111,487486.0
2020-07-27,41.4969,42.2327,41.2852,41.0778,736481.0
2020-07-24,39.6619,39.7568,38.8032,40.4654,660357.0
2020-07-23,41.5626,42.2603,41.3932,41.3741,686662.0
2020-07-22,41.3068,41.9376,41.2067,41.0284,824169.0
2020-07-21,40.6336,41.4789,40.4173,40.7321,877367.0
2020-07-20,41.651,42.5378,41.5898,40.9988,787374.0
2020-07-17,39.7202,39.9997,38.1366,40.9,1675952.0
2020-07-16,42.3226,42.7994,41.8359,42.2038,1436933.0
2020-07-15,42.1969,42.7194,40.921,41.8383,2100334.0
2020-07-14,39.976,40.5611,39.7944,39.5568,898530.0
2020-07-13,38.1368,38.6171,37.1949,39.053,1414582.0
2020-07-10,40.233,40.7577,39.6477,39.8037,1195155.0
2020-07-09,39.2418,39.5936,38.3524,39.4481,1277785.0
2020-07-08,38.6011,38.6297,37.5334,39.2901,1333472.0
2020-07-07,38.8601,39.1045,37.8637,39.8333,1218317.0
2020-07-06,39.9634,40.0283,38.3871,41.2457,1531667.0
2020-07-02,42.303,43.567,42.0584,41.6408,2202020.0
2020-07-01,40.5254,41.1031,40.0872,40.3568,1904389.0
2020-06-30,40.6515,41.4038,40.4381,40.0704,1835716.0
2020-06-29,40.0873,40.8582,39.4685,39.5568,1180365.0
2020-06-26,38.0532,38.6486,37.0735,38.5888,2151687.0
2020-06-25,40.3126,41.3721,39.3985,39.3098,2596932.0
2020-06-24,37.8385,38.5747,37.1885,38.4604,1610647.0
2020-06-23,38.3404,38.6473,37.6977,38.9049,1462939.0
2020-06-22,39.0639,39.0639,37.783,39.2605,3051145.0
2020-06-19,38.5797,38.7307,37.3528,39.4679,2740997.0
2020-06-18,38.6303,38.7703,37.454,39.7346,1435528.0
2020-06-17,39.6478,39.657,37.918,41.0778,1664684.0
2020-06-16,42.7973,44.0235,42.3088,42.5988,1500547.0
2020-06-15,42.7159,44.5028,41.9123,41.2852,1653019.0
2020-06-12,39.5071,39.8506,37.7805,40.7519,1864321.0
2020-06-11,39.5237,39.964,38.0191,41.0087,2183937.0
2020-06-10,42.0863,42.0863,40.2545,43.9223,2094692.0
2020-06-09,44.2612,44.3376,43.4593,45.0187,1561053.0
2020-06-08,45.6439,45.9938,45.0803,46.0162,2272715.0
2020-06-05,44.7875,45.1643,43.6193,45.8582,2004573.0
2020-06-04,46.2732,46.5881,45.8302,46.352,1233666.0
2020-06-03,47.4903,48.7145,47.2658,46.7274,1255249.0
2020-06-02,45.9773,46.385,45.3308,45.8187,1189864.0
2020-06-01,44.865,45.5236,44.3903,45.3051,1387614.0
2020-05-29,47.1517,48.818,46.6982,45.631,2184483.0
2020-05-28,44.8986,46.4923,44.0865,44.2878,1641607.0
2020-05-27,42.121,42.3247,40.4732,43.5075,2146210.0
2020-05-26,43.8606,44.1455,42.8826,44.7322,1460924.0
2020-05-22,44.4164,44.7016,43.8064,44.5051,1190420.0
2020-05-21,43.9134,43.9613,43.0518,44.6038,1075206.0
2020-05-20,45.3142,46.2714,44.8855,45.0171,1737606.0
2020-05-19,43.2823,43.8312,42.421,44.1315,2723307.0
2020-05-18,44.8348,45.0277,43.08,45.2926,2650750.0
2020-05-15,43.9686,44.8219,43.6474,43.5313,1468880.0
2020-05-14,43.6695,43.7379,42.3005,43.8068,2416336.0
2020-05-13,43.6568,43.8838,41.9824,44.5251,2502991.0
2020-05-12,42.8797,42.906,40.4372,45.4599,2511966.0
2020-05-11,48.3668,49.1186,47.1839,47.9198,2003987.0
2020-05-08,46.3274,46.4877,45.2333,47.3196,2833199.0
2020-05-07,48.5517,50.9636,46.6201,47.1327,7968476.0
2020-05-06,47.0119,51.9353,46.9684,44.6826,5534320.0
2020-05-05,40.1268,40.7849,39.1157,40.7565,1679745.0
2020-05-04,40.5281,40.576,39.3795,41.091,1548175.0
2020-05-01,42.501,42.9711,42.0908,42.1537,2070909.0
2020-04-30,41.4257,41.7405,40.0368,42.7048,1847929.0
2020-04-29,45.3583,46.4572,44.2694,44.8105,2708925.0
2020-04-28,43.1125,44.5006,42.8267,42.3308,2416295.0
