date,Open,High,Low,Close,Volume
2021-03-12,144.7326,146.8942,142.9181,145.35,331307.0
2021-03-11,148.707,152.9078,148.2344,145.11,454935.0
2021-03-10,143.3523,147.5947,143.3523,140.89,637430.0
2021-03-09,134.9005,136.1131,132.3116,137.51,706119.0
2021-03-08,137.0854,137.0951,134.4135,138.95,390288.0
2021-03-05,141.4112,144.5797,136.9393,139.31,455041.0
2021-03-04,133.4392,135.5581,129.4944,135.04,449227.0
2021-03-03,134.9869,137.9143,132.6741,137.22,544245.0
2021-03-02,137.218,138.05,134.4556,139.5,478680.0
2021-03-01,141.8124,143.8654,140.9099,142.4,499176.0
2021-02-26,137.9593,138.8976,133.4865,139.97,429660.0
2021-02-25,137.1951,137.6493,132.0599,142.5,348162.0
2021-02-24,151.0906,154.8525,149.938,147.6,303775.0
2021-02-23,144.3487,146.1464,140.2555,143.23,407344.0
2021-02-22,145.2634,149.0886,145.2634,143.06,308878.0
2021-02-19,144.9532,148.0907,143.9799,142.45,293805.0
2021-02-18,133.9186,136.1755,128.8823,138.67,999604.0
2021-02-17,143.5646,143.8118,141.1818,144.38,684619.0
2021-02-16,143.4263,143.7736,140.5409,145.9999,778919.0
2021-02-12,150.3395,153.3157,149.6058,147.8898,430995.0
2021-02-11,144.9802,147.6284,143.6336,145.1599,770912.0
2021-02-10,143.2093,145.0288,139.9226,144.36,1085268.0
2021-02-09,148.516,156.4338,146.3209,142.1102,1031483.0
2021-02-08,147.537,165.6375,147.537,132.0909,1412518.0
2021-02-05,110.6695,111.2995,108.915,112.4022,385408.0
2021-02-04,113.2631,113.6152,112.3277,112.9322,309610.0
2021-02-03,113.118,114.2949,112.0173,112.3022,287809.0
2021-02-02,109.3269,109.9739,106.4963,111.9822,416755.0
2021-02-01,115.8708,118.5807,114.9119,113.4921,333910.0
2021-01-29,107.4424,108.6119,104.609,110.1824,580901.0
2021-01-28,112.2938,114.8133,110.4359,113.8521,457811.0
2021-01-27,116.1281,121.8762,115.5802,115.282,593000.0
2021-01-26,116.7331,118.7242,116.6515,115.592,434636.0
2021-01-25,115.2537,118.1525,114.9402,113.6721,285779.0
2021-01-22,114.7044,116.5865,114.5502,113.1022,216101.0
2021-01-21,111.3856,112.7163,110.1625,112.6022,426877.0
2021-01-20,114.7844,116.2343,114.0595,113.5921,426958.0
2021-01-19,113.2847,114.5409,111.9774,112.0922,402465.0
2021-01-15,111.8741,113.8589,111.041,110.3124,294397.0
2021-01-14,112.392,114.3997,111.7758,110.9023,344108.0
2021-01-13,109.2933,110.354,108.333,108.9925,341657.0
2021-01-12,109.5985,112.0801,109.2686,108.7825,351232.0
2021-01-11,108.8073,110.8794,108.8073,107.1626,276145.0
2021-01-08,105.6757,105.7153,103.7169,106.2426,265845.0
2021-01-07,105.5033,106.4586,104.8564,105.7527,276474.0
2021-01-06,107.0955,111.1665,107.0955,104.9527,462209.0
2021-01-05,102.1584,104.1878,101.7535,100.903,360855.0
2021-01-04,96.5318,97.6608,93.8043,99.1031,426770.0
2020-12-31,102.8867,104.5142,102.0577,101.693,245714.0
2020-12-30,101.2943,103.0768,101.0022,100.933,236462.0
2020-12-29,99.4846,99.5923,98.173,100.553,258321.0
2020-12-28,100.7398,101.6645,99.756,101.563,204213.0
2020-12-24,101.1563,101.1563,99.5486,101.733,96615.0
2020-12-23,103.3942,106.4599,103.3942,101.593,274557.0
2020-12-22,97.7511,97.7511,95.5948,99.4031,244815.0
2020-12-21,102.6737,104.5465,101.1816,101.213,468369.0
2020-12-18,100.0533,100.9906,98.8866,100.1931,836528.0
2020-12-17,100.7375,101.8878,99.9876,100.0631,273527.0
2020-12-16,99.2231,99.3432,98.4527,99.1931,269199.0
2020-12-15,99.2734,100.4063,98.0079,98.2632,241685.0
2020-12-14,94.4053,94.8657,92.3816,96.3933,399972.0
2020-12-11,97.1333,97.6828,95.6646,97.1733,308663.0
2020-12-10,99.6,100.9652,98.7583,98.3032,448521.0
2020-12-09,98.4734,99.3462,96.3366,98.3132,488700.0
2020-12-08,100.9921,105.0437,100.9921,97.6732,366356.0
2020-12-07,95.7239,96.2464,94.6338,95.4934,245971.0
2020-12-04,97.377,99.694,96.6151,95.3134,298130.0
2020-12-03,96.3644,101.8752,96.3644,93.2435,508948.0
2020-12-02,91.693,93.362,91.2265,90.0538,359853.0
2020-12-01,88.4746,89.2301,87.6098,88.7339,499166.0
2020-11-30,83.8512,84.6155,80.5438,87.114,580933.0
2020-11-27,91.3241,92.4389,89.898,91.1237,209262.0
2020-11-25,90.6439,90.8483,89.3879,90.7837,215577.0
2020-11-24,94.731,98.4266,93.9468,91.3937,395488.0
2020-11-23,87.629,88.7864,87.233,86.964,281381.0
2020-11-20,84.7851,85.1129,83.5983,85.0741,334604.0
2020-11-19,85.3851,86.0008,83.7364,85.6741,299261.0
2020-11-18,83.6786,83.8465,80.7214,86.634,407593.0
2020-11-17,90.3765,92.1212,89.9532,88.9438,776593.0
2020-11-16,88.5247,88.9024,86.8848,88.7938,349298.0
2020-11-13,88.1318,89.9767,87.256,86.564,389814.0
2020-11-12,84.6844,85.9284,83.33,84.5441,445106.0
2020-11-11,83.6969,83.7065,81.8387,85.0741,356575.0
2020-11-10,86.7522,88.3275,86.2014,85.4941,388555.0
2020-11-09,82.916,84.8105,81.0704,83.9042,431386.0
2020-11-06,77.8182,77.823,75.8221,79.4345,251237.0
2020-11-05,83.6637,87.3045,83.6637,81.0844,407830.0
2020-11-04,79.3609,82.2967,78.1264,77.9146,283276.0
2020-11-03,79.2584,80.5971,78.7208,78.6944,277749.0
2020-11-02,76.8565,77.7194,75.9583,76.4949,324737.0
2020-10-30,76.4403,77.6852,75.4732,75.3551,464051.0
2020-10-29,75.519,77.2759,73.7312,74.4953,593753.0
2020-10-28,72.9147,73.4085,71.3946,74.0954,383497.0
2020-10-27,74.6986,74.7553,72.4991,76.8748,469017.0
2020-10-26,78.2676,79.2254,75.4927,78.7544,542334.0
2020-10-23,78.8875,79.3516,77.8508,79.3843,327634.0
2020-10-22,79.8935,81.4157,79.5257,79.0344,473447.0
2020-10-21,77.7777,78.5479,76.9186,78.2645,481082.0
2020-10-20,80.3387,82.3583,80.2144,78.9344,482601.0
2020-10-19,76.1864,76.8247,74.7938,77.4647,651904.0
2020-10-16,76.5644,76.6648,74.7674,78.3045,356874.0
2020-10-15,82.7868,85.9776,82.7439,79.8642,399255.0
2020-10-14,79.9376,82.4174,79.9376,78.3045,403715.0
2020-10-13,77.308,78.8072,76.8724,76.8048,335736.0
2020-10-12,77.5185,78.644,77.5185,76.9748,222871.0
2020-10-09,76.305,77.0829,75.3574,76.3949,298096.0
2020-10-08,78.4046,80.6571,78.0238,76.2349,473274.0
2020-10-07,73.6206,75.532,73.6206,73.0056,347895.0
2020-10-06,71.2278,72.7913,69.9909,71.5959,375648.0
2020-10-05,72.1194,73.317,71.794,71.1259,212827.0
2020-10-02,71.8631,75.6602,71.8631,69.0863,750975.0
2020-10-01,66.0662,66.2772,64.2729,67.4567,314625.0
2020-09-30,68.3066,69.4244,67.3983,68.3665,418409.0
2020-09-29,67.9266,68.0863,66.7992,67.9966,275347.0
2020-09-28,70.4058,73.4083,70.3577,68.0366,352507.0
2020-09-25,66.3469,68.48,66.1473,64.7172,261928.0
2020-09-24,64.3853,65.9701,63.5878,63.6674,452289.0
2020-09-23,62.0172,63.2429,60.6477,63.3675,352530.0
2020-09-22,64.4881,65.6046,63.3318,64.7272,508094.0
2020-09-21,64.4154,65.618,62.7336,65.1371,461408.0
2020-09-18,67.0045,67.4351,66.1336,67.7266,710686.0
2020-09-17,70.4508,72.3236,69.6932,68.6764,572860.0
2020-09-16,70.1248,73.6086,69.7716,67.7766,605205.0
2020-09-15,64.4967,64.9359,63.6671,65.2771,421586.0
2020-09-14,64.548,64.7491,63.1117,65.957,415118.0
2020-09-11,66.9497,68.1756,66.5799,66.5069,374248.0
2020-09-10,62.9065,63.0429,59.688,65.967,634609.0
2020-09-09,68.5966,69.4336,67.4237,68.5065,418263.0
