date,Open,High,Low,Close,Volume
2021-03-12,82.0012,83.1523,81.2769,82.32,451277.0
2021-03-11,84.5702,87.1651,83.7507,82.51,597533.0
2021-03-10,80.5217,81.6118,79.8606,80.15,661724.0
2021-03-09,75.9389,75.9389,72.437,79.52,513444.0
2021-03-08,83.8649,86.2462,82.5914,82.42,411081.0
2021-03-05,81.6599,82.9073,79.656,80.76,616152.0
2021-03-04,76.8353,77.369,73.9376,78.7,806059.0
2021-03-03,81.37,83.2309,80.961,80.47,612957.0
2021-03-02,77.0863,77.3992,74.9248,79.17,470344.0
2021-03-01,82.9881,85.7696,82.8169,81.46,621431.0
2021-02-26,77.2944,77.7324,75.0316,78.35,591443.0
2021-02-25,78.3934,78.9609,77.1548,78.91,976484.0
2021-02-24,82.6451,86.629,82.6451,79.43,549280.0
2021-02-23,77.3616,78.8198,76.2756,76.07,693930.0
2021-02-22,76.554,78.681,75.9271,75.52,757403.0
2021-02-19,76.6867,78.7144,76.4776,75.01,491278.0
2021-02-18,72.0546,72.0939,70.5012,72.5296,587414.0
2021-02-17,71.8566,72.3368,70.2429,73.1771,593521.0
2021-02-16,75.273,76.0616,74.0195,74.7211,976733.0
2021-02-12,75.7975,77.3936,75.5298,74.5518,621131.0
2021-02-11,73.8947,74.7574,73.3592,74.0637,785379.0
2021-02-10,73.2217,73.4766,71.3103,73.8146,970424.0
2021-02-09,76.0851,78.2035,74.512,74.1533,1013085.0
2021-02-08,72.5297,73.3642,71.5512,72.6292,1320303.0
2021-02-05,71.0935,71.1988,69.0442,72.5097,1470800.0
2021-02-04,70.1897,70.4918,66.4729,73.2169,1906205.0
2021-02-03,80.6648,81.4663,79.3764,79.931,549991.0
2021-02-02,79.0657,80.765,78.6211,79.3931,566790.0
2021-02-01,80.9763,83.8633,80.5092,78.4467,436197.0
2021-01-29,73.8747,73.8747,72.1616,75.3686,954057.0
2021-01-28,76.9627,78.1121,76.1531,76.833,709538.0
2021-01-27,74.8766,75.0723,71.7257,75.5479,993685.0
2021-01-26,76.2479,76.3335,74.4415,78.0483,763475.0
2021-01-25,75.7569,75.7844,72.0015,79.0046,922168.0
2021-01-22,82.9793,83.4091,82.1147,83.0788,466485.0
2021-01-21,83.8267,84.2327,83.1533,84.075,410270.0
2021-01-20,84.2647,85.7023,83.7987,84.4635,548849.0
2021-01-19,84.6129,85.429,84.1352,84.6527,386643.0
2021-01-15,83.0285,83.0968,80.6978,83.9156,448262.0
2021-01-14,86.1847,87.4033,85.4536,85.36,306166.0
2021-01-13,83.0753,83.4668,81.979,83.806,420392.0
2021-01-12,86.0073,87.5542,85.7427,85.091,472433.0
2021-01-11,85.2807,87.377,85.2396,83.9654,273191.0
2021-01-08,83.6387,84.3735,81.9324,84.055,511612.0
2021-01-07,85.024,86.2935,83.2306,84.5431,531177.0
2021-01-06,87.4118,92.4131,87.4118,82.9393,742554.0
2021-01-05,79.9454,82.5533,79.9454,77.5103,472156.0
2021-01-04,72.9694,73.3628,70.2061,75.2491,441483.0
2020-12-31,77.0322,77.5398,75.8676,77.0621,276404.0
2020-12-30,78.5165,80.3196,78.4336,76.9824,221933.0
2020-12-29,74.2206,74.4138,72.6552,75.3587,307916.0
2020-12-28,75.449,75.8965,74.3593,76.3448,389773.0
2020-12-24,77.082,77.1318,76.1551,77.0621,131443.0
2020-12-23,76.9035,77.5853,76.4122,76.6536,302733.0
2020-12-22,75.2978,75.2978,73.933,76.1157,314013.0
2020-12-21,79.2164,81.6946,79.2164,76.9923,393583.0
2020-12-18,76.8435,77.9052,76.6932,76.6337,778167.0
2020-12-17,75.9065,76.3744,74.9709,75.9364,487493.0
2020-12-16,74.0478,74.0478,71.7244,76.046,633455.0
2020-12-15,79.1084,80.3467,78.8526,78.0483,458271.0
2020-12-14,75.3623,76.2956,74.763,75.8866,627440.0
2020-12-11,76.0529,77.6877,76.0529,75.3288,329418.0
2020-12-10,76.1109,76.9514,75.6552,75.4882,548415.0
2020-12-09,76.0493,76.9275,75.9383,75.5479,663725.0
2020-12-08,77.0,79.6552,76.9365,74.7211,503914.0
2020-12-07,72.3885,72.7883,71.3257,73.1671,531222.0
2020-12-04,76.5032,78.8531,76.3873,74.3824,521474.0
2020-12-03,70.8941,71.7425,70.0067,71.653,373854.0
2020-12-02,72.1022,72.211,70.9454,72.3702,428059.0
2020-12-01,71.1825,71.1825,69.1265,72.8185,318083.0
2020-11-30,72.4274,72.4664,70.8847,73.1572,514013.0
2020-11-27,74.4621,75.1502,74.0932,74.4223,184956.0
2020-11-25,74.1534,74.4715,73.2088,74.223,318218.0
2020-11-24,74.8509,75.251,73.5707,74.7012,545931.0
2020-11-23,74.5497,76.009,74.2106,73.3962,298889.0
2020-11-20,71.3225,71.8079,70.5251,71.382,385292.0
2020-11-19,72.8094,74.08,72.1947,71.6499,415902.0
2020-11-18,69.2193,69.3612,67.5731,70.8859,514703.0
2020-11-17,72.048,72.5883,70.8175,71.7491,648752.0
2020-11-16,72.8025,74.0344,71.2801,72.4635,751652.0
2020-11-13,72.0185,73.5915,71.5838,70.5187,483776.0
2020-11-12,67.8519,68.0824,66.4788,68.2465,802892.0
2020-11-11,68.3542,68.7144,66.4142,69.4769,771884.0
2020-11-10,72.8814,75.4081,72.616,70.4592,1027275.0
2020-11-09,66.0532,66.8301,64.2309,67.1848,863772.0
2020-11-06,62.0979,63.1247,61.3938,62.551,785618.0
2020-11-05,64.7783,67.9252,64.7783,62.7395,551478.0
2020-11-04,56.8976,56.8976,54.1248,59.733,923975.0
2020-11-03,63.5733,64.2607,62.587,63.444,847081.0
2020-11-02,64.405,66.5992,63.769,62.3129,738537.0
2020-10-30,60.5141,61.9327,59.8514,59.2369,706359.0
2020-10-29,60.0759,62.8844,59.5595,57.689,971834.0
2020-10-28,55.7959,56.5018,54.8841,56.1312,728843.0
2020-10-27,56.7402,57.3168,55.4061,57.8974,591015.0
2020-10-26,58.9331,59.1967,57.8785,59.4056,237070.0
2020-10-23,60.954,61.2633,60.2655,60.7848,349892.0
2020-10-22,60.25,61.2401,60.0299,60.0109,360147.0
2020-10-21,59.2785,60.652,58.9253,59.614,433873.0
2020-10-20,60.5339,61.8419,60.4426,59.8819,464289.0
2020-10-19,58.3695,58.9337,57.6107,58.9492,205513.0
2020-10-16,59.2372,60.0374,58.9705,59.3659,299708.0
2020-10-15,60.8766,62.5191,60.6895,59.4751,259341.0
2020-10-14,58.6135,59.497,58.2405,58.9293,286429.0
2020-10-13,59.3564,59.9348,59.0771,59.2072,439402.0
